;company;company_id
10425;{'name': 'Hall Ltd', 'catchPhrase': 'Total regional standardization', 'bs': 'redefine cutting-edge mindshare'};25196.0
10426;{'name': 'Madden PLC', 'catchPhrase': 'Operative multi-state protocol', 'bs': 'implement synergistic deliverables'};12557.0
10430;{'name': 'Cunningham, Chan and Solis', 'catchPhrase': 'Profound coherent monitoring', 'bs': 'revolutionize B2C e-markets'};20158.0
10431;{'name': 'Cook-Bennett', 'catchPhrase': 'Reactive grid-enabled Graphical User Interface', 'bs': 'incentivize bricks-and-clicks ROI'};8152.0
10435;{'name': 'Norton PLC', 'catchPhrase': 'Multi-channeled reciprocal implementation', 'bs': 'implement magnetic methodologies'};19479.0
10436;{'name': 'Dennis, Wyatt and George', 'catchPhrase': 'Optional global knowledge user', 'bs': 'engineer rich experiences'};14417.0
10437;{'name': 'Snyder, Powell and Allen', 'catchPhrase': 'Profound demand-driven functionalities', 'bs': 'deploy viral paradigms'};8809.0
10439;{'name': 'Adams, Holland and Roy', 'catchPhrase': 'Operative grid-enabled function', 'bs': 'engineer bleeding-edge systems'};8030.0
10441;{'name': 'Abbott PLC', 'catchPhrase': 'Automated high-level groupware', 'bs': 'maximize synergistic technologies'};21568.0
10442;{'name': 'Moore-Zimmerman', 'catchPhrase': 'Profit-focused uniform focus group', 'bs': 'strategize world-class channels'};14056.0
10445;{'name': 'Sellers, Adams and Woodard', 'catchPhrase': 'Fundamental 5thgeneration support', 'bs': 'enable bricks-and-clicks networks'};19383.0
10446;{'name': 'Williams-Smith', 'catchPhrase': 'Seamless tangible standardization', 'bs': 'utilize synergistic action-items'};22908.0
10447;{'name': 'Kane Group', 'catchPhrase': 'Progressive optimizing circuit', 'bs': 'innovate ubiquitous metrics'};4719.0
10448;{'name': 'Steele, Olsen and Herrera', 'catchPhrase': 'Adaptive bottom-line data-warehouse', 'bs': 'reinvent turn-key content'};12271.0
10449;{'name': 'Harmon LLC', 'catchPhrase': 'Public-key solution-oriented pricing structure', 'bs': 'evolve next-generation methodologies'};12392.0
10450;{'name': 'Gonzalez, Medina and Wilson', 'catchPhrase': 'Re-contextualized maximized budgetary management', 'bs': 'transition proactive communities'};21918.0
10452;{'name': 'Hardin LLC', 'catchPhrase': 'Virtual 6thgeneration concept', 'bs': 'evolve one-to-one web-readiness'};19354.0
10453;{'name': 'Kelly PLC', 'catchPhrase': 'Quality-focused contextually-based portal', 'bs': 're-intermediate out-of-the-box applications'};5502.0
10454;{'name': 'Liu, Oliver and Edwards', 'catchPhrase': 'Managed zero administration portal', 'bs': 'iterate one-to-one markets'};2960.0
10455;{'name': 'Myers PLC', 'catchPhrase': 'Ergonomic multi-state capability', 'bs': 'implement turn-key channels'};26029.0
10456;{'name': 'Pierce-Allen', 'catchPhrase': 'Future-proofed fresh-thinking capability', 'bs': 'enhance interactive web services'};7421.0
10457;{'name': 'Lin Inc', 'catchPhrase': 'Digitized content-based encryption', 'bs': 'utilize global ROI'};24529.0
10460;{'name': 'Weaver-White', 'catchPhrase': 'Organic bi-directional interface', 'bs': 'enable virtual communities'};25441.0
10461;{'name': 'Wilson-Shelton', 'catchPhrase': 'Pre-emptive real-time approach', 'bs': 'evolve visionary mindshare'};7910.0
10462;{'name': 'Adams, Todd and Lopez', 'catchPhrase': 'Implemented next generation system engine', 'bs': 'enable back-end architectures'};8480.0
10463;{'name': 'Johnson Group', 'catchPhrase': 'Cloned needs-based model', 'bs': 'mesh transparent portals'};14899.0
10465;{'name': 'Bird-Chavez', 'catchPhrase': 'Stand-alone foreground adapter', 'bs': 'scale granular eyeballs'};2303.0
10467;{'name': 'Gray, Ruiz and Robinson', 'catchPhrase': 'Multi-layered next generation flexibility', 'bs': 'deliver end-to-end synergies'};8530.0
10469;{'name': 'Smith, Foster and Phillips', 'catchPhrase': 'Stand-alone optimal data-warehouse', 'bs': 'innovate bleeding-edge markets'};7180.0
10471;{'name': 'Martin LLC', 'catchPhrase': 'Right-sized solution-oriented info-mediaries', 'bs': 'facilitate transparent action-items'};3495.0
10472;{'name': 'Stone-Gomez', 'catchPhrase': 'Cloned human-resource synergy', 'bs': 'deploy mission-critical schemas'};2945.0
10473;{'name': 'Brown-Williams', 'catchPhrase': 'Distributed even-keeled protocol', 'bs': 'harness enterprise partnerships'};25093.0
10474;{'name': 'Garcia-Long', 'catchPhrase': 'De-engineered 24/7 process improvement', 'bs': 'redefine interactive deliverables'};11730.0
10475;{'name': 'Schneider LLC', 'catchPhrase': 'Synergized explicit access', 'bs': 'engage best-of-breed mindshare'};7406.0
10476;{'name': 'Kim-Shah', 'catchPhrase': 'Streamlined maximized implementation', 'bs': 'deliver distributed web services'};4601.0
10477;{'name': 'Munoz PLC', 'catchPhrase': 'Automated secondary project', 'bs': 'mesh visionary users'};22608.0
10480;{'name': 'Myers-Young', 'catchPhrase': 'Optimized fault-tolerant solution', 'bs': 'implement e-business paradigms'};3125.0
10481;{'name': 'Hansen Group', 'catchPhrase': 'Focused solution-oriented artificial intelligence', 'bs': 'redefine proactive metrics'};15378.0
10485;{'name': 'Mcclain Inc', 'catchPhrase': 'Public-key bifurcated matrices', 'bs': 'productize real-time portals'};21146.0
10486;{'name': 'Brown, Mosley and Stevens', 'catchPhrase': 'Business-focused grid-enabled process improvement', 'bs': 'brand visionary mindshare'};1880.0
10487;{'name': 'Flores and Sons', 'catchPhrase': 'Grass-roots client-server firmware', 'bs': 'innovate end-to-end functionalities'};12764.0
10489;{'name': 'Hamilton, Terry and Nguyen', 'catchPhrase': 'Multi-layered local utilization', 'bs': 'visualize B2B paradigms'};18399.0
10491;{'name': 'Wu, Benitez and Hunter', 'catchPhrase': 'Team-oriented asymmetric model', 'bs': 'transform bleeding-edge convergence'};25456.0
10493;{'name': 'Johnston Inc', 'catchPhrase': 'Extended value-added function', 'bs': 'leverage ubiquitous mindshare'};19760.0
10495;{'name': 'Ramos LLC', 'catchPhrase': 'Mandatory value-added hierarchy', 'bs': 'empower dynamic models'};1428.0
10497;{'name': 'Dalton-Oneal', 'catchPhrase': 'Balanced solution-oriented alliance', 'bs': 'engage 24/365 supply-chains'};4359.0
10498;{'name': 'Taylor, Dominguez and Gentry', 'catchPhrase': 'Enterprise-wide next generation system engine', 'bs': 'deploy front-end e-business'};17956.0
10499;{'name': 'Blake Inc', 'catchPhrase': 'Profit-focused client-driven software', 'bs': 'engineer interactive metrics'};14913.0
10500;{'name': 'Rivera Ltd', 'catchPhrase': 'User-centric 6thgeneration system engine', 'bs': 'innovate synergistic convergence'};23622.0
10505;{'name': 'Gaines, Deleon and Phillips', 'catchPhrase': 'Diverse static adapter', 'bs': 'brand compelling synergies'};4224.0
10506;{'name': 'Skinner Ltd', 'catchPhrase': 'Switchable systematic data-warehouse', 'bs': 'enhance e-business architectures'};13574.0
10507;{'name': 'Rodriguez and Sons', 'catchPhrase': 'Virtual transitional open architecture', 'bs': 'empower impactful synergies'};14842.0
10508;{'name': 'Rodgers PLC', 'catchPhrase': 'Progressive multi-state portal', 'bs': 'repurpose open-source metrics'};9180.0
10509;{'name': 'Cook, Mcneil and Brown', 'catchPhrase': 'Automated zero administration policy', 'bs': 'deliver clicks-and-mortar relationships'};20364.0
10510;{'name': 'Patel, Martin and Scott', 'catchPhrase': 'Exclusive discrete emulation', 'bs': 'engage ubiquitous info-mediaries'};18647.0
10512;{'name': 'Taylor-Johnson', 'catchPhrase': 'Mandatory optimizing model', 'bs': 'engineer e-business e-business'};11449.0
10514;{'name': 'Williams-Carter', 'catchPhrase': 'Innovative 24/7 database', 'bs': 'maximize enterprise communities'};7769.0
10515;{'name': 'Simmons, Schultz and Bautista', 'catchPhrase': 'Face-to-face incremental collaboration', 'bs': 'unleash 24/7 platforms'};2526.0
10516;{'name': 'Wilson PLC', 'catchPhrase': 'Pre-emptive zero-defect access', 'bs': 'optimize one-to-one ROI'};17464.0
10517;{'name': 'Lopez Ltd', 'catchPhrase': 'Robust value-added adapter', 'bs': 'reinvent e-business mindshare'};3366.0
10518;{'name': 'Lopez-Evans', 'catchPhrase': 'Function-based national standardization', 'bs': 'enhance 24/7 platforms'};10431.0
10520;{'name': 'Phillips-Maddox', 'catchPhrase': 'Vision-oriented clear-thinking extranet', 'bs': 'evolve turn-key relationships'};3637.0
10523;{'name': 'Lowery, Smith and Martin', 'catchPhrase': 'Centralized stable policy', 'bs': 'maximize cutting-edge e-commerce'};21591.0
10524;{'name': 'Anderson LLC', 'catchPhrase': 'Extended regional open system', 'bs': 'disintermediate bricks-and-clicks synergies'};17648.0
10525;{'name': 'Howell, Lopez and Allen', 'catchPhrase': 'Implemented logistical functionalities', 'bs': 'mesh dot-com niches'};14245.0
10528;{'name': 'Love, Dorsey and Marks', 'catchPhrase': 'Triple-buffered high-level secured line', 'bs': 'matrix integrated experiences'};6362.0
10532;{'name': 'Weber-Sandoval', 'catchPhrase': 'Robust systemic workforce', 'bs': 'exploit vertical convergence'};1857.0
10534;{'name': 'White, Brown and Fernandez', 'catchPhrase': 'Secured secondary matrices', 'bs': 'scale e-business methodologies'};3275.0
10535;{'name': 'Charles-Allen', 'catchPhrase': 'Automated fresh-thinking core', 'bs': 'facilitate clicks-and-mortar experiences'};5372.0
10536;{'name': 'Meyers Inc', 'catchPhrase': 'Open-source coherent workforce', 'bs': 're-intermediate global synergies'};19870.0
10537;{'name': 'Bruce, Brewer and Thomas', 'catchPhrase': 'Persevering encompassing infrastructure', 'bs': 'streamline out-of-the-box ROI'};4288.0
10540;{'name': 'Myers, Powell and Garcia', 'catchPhrase': 'Multi-lateral motivating service-desk', 'bs': 'cultivate one-to-one e-commerce'};20311.0
10541;{'name': 'Ray-Watson', 'catchPhrase': 'Progressive mobile database', 'bs': 'harness open-source technologies'};7264.0
10544;{'name': 'Williams-Bates', 'catchPhrase': 'Business-focused leadingedge initiative', 'bs': 'target intuitive content'};3085.0
10549;{'name': 'Perkins, Smith and Lynch', 'catchPhrase': 'Realigned needs-based data-warehouse', 'bs': 'drive collaborative e-business'};11954.0
10551;{'name': 'Hendrix-Green', 'catchPhrase': 'Grass-roots foreground Graphical User Interface', 'bs': 'maximize efficient partnerships'};18510.0
10552;{'name': 'Bennett, Moore and Weaver', 'catchPhrase': 'Horizontal 24hour parallelism', 'bs': 'target back-end synergies'};17272.0
10553;{'name': 'Adams-Acosta', 'catchPhrase': 'Horizontal bi-directional attitude', 'bs': 'orchestrate plug-and-play e-markets'};19433.0
10555;{'name': 'Davis-Jenkins', 'catchPhrase': 'Expanded client-server moratorium', 'bs': 'deliver web-enabled e-markets'};6629.0
10556;{'name': 'Gilmore-Carter', 'catchPhrase': 'Inverse scalable utilization', 'bs': 'utilize granular niches'};14925.0
10558;{'name': 'Williams, Shah and Graham', 'catchPhrase': 'Horizontal logistical productivity', 'bs': 'unleash efficient technologies'};5234.0
10559;{'name': 'Davenport LLC', 'catchPhrase': 'User-centric uniform conglomeration', 'bs': 'scale visionary methodologies'};9475.0
10564;{'name': 'Nelson-Williams', 'catchPhrase': 'Synergistic impactful time-frame', 'bs': 'engineer holistic e-markets'};24238.0
10565;{'name': 'Phillips-Flores', 'catchPhrase': 'Expanded human-resource productivity', 'bs': 'facilitate end-to-end users'};8061.0
10567;{'name': 'Krueger-White', 'catchPhrase': 'Digitized dedicated Internet solution', 'bs': 're-intermediate wireless schemas'};23863.0
10569;{'name': 'Dillon-Anderson', 'catchPhrase': 'Pre-emptive holistic Internet solution', 'bs': 'implement proactive platforms'};18862.0
10570;{'name': 'Ballard Inc', 'catchPhrase': 'Enterprise-wide grid-enabled conglomeration', 'bs': 're-intermediate granular e-business'};7506.0
10571;{'name': 'Berger-Dean', 'catchPhrase': 'Mandatory clear-thinking analyzer', 'bs': 'facilitate virtual niches'};4476.0
10573;{'name': 'Vang, Dougherty and Miranda', 'catchPhrase': 'Mandatory zero-defect middleware', 'bs': 'expedite bleeding-edge methodologies'};7615.0
10574;{'name': 'Odom PLC', 'catchPhrase': 'Upgradable fresh-thinking flexibility', 'bs': 'benchmark cross-media systems'};16376.0
10576;{'name': 'Williams, Lopez and Pearson', 'catchPhrase': 'Programmable bottom-line initiative', 'bs': 'integrate front-end action-items'};8278.0
10577;{'name': 'Stokes PLC', 'catchPhrase': 'Decentralized actuating attitude', 'bs': 'deliver out-of-the-box supply-chains'};11237.0
10579;{'name': 'Burnett Inc', 'catchPhrase': 'Secured 24hour implementation', 'bs': 'target next-generation info-mediaries'};23879.0
10585;{'name': 'Black, Brown and Palmer', 'catchPhrase': 'Proactive didactic protocol', 'bs': 'strategize efficient ROI'};12993.0
10586;{'name': 'Hawkins-Reeves', 'catchPhrase': 'Pre-emptive maximized synergy', 'bs': 'synthesize end-to-end experiences'};20728.0
10587;{'name': 'Henderson-Castillo', 'catchPhrase': 'Organic full-range frame', 'bs': 'reinvent cross-media networks'};22568.0
10588;{'name': 'Harris, Waters and Davis', 'catchPhrase': 'Programmable next generation Graphical User Interface', 'bs': 'revolutionize virtual content'};15124.0
10590;{'name': 'Harrison-Ruiz', 'catchPhrase': 'Multi-lateral uniform knowledgebase', 'bs': 'exploit strategic content'};6955.0
10592;{'name': 'Conner LLC', 'catchPhrase': 'Realigned multi-state structure', 'bs': 'revolutionize virtual mindshare'};25876.0
10598;{'name': 'Estrada and Sons', 'catchPhrase': 'Future-proofed content-based core', 'bs': 'streamline frictionless technologies'};21525.0
10599;{'name': 'Long, Burns and Jones', 'catchPhrase': 'Streamlined client-server open architecture', 'bs': 're-contextualize compelling architectures'};8841.0
10601;{'name': 'Velasquez Group', 'catchPhrase': 'Horizontal even-keeled framework', 'bs': 'harness next-generation content'};16171.0
10602;{'name': 'Smith Group', 'catchPhrase': 'Persistent encompassing superstructure', 'bs': 'innovate out-of-the-box schemas'};8721.0
10604;{'name': 'Bennett Ltd', 'catchPhrase': 'Grass-roots 3rdgeneration structure', 'bs': 'enable collaborative e-services'};14532.0
10607;{'name': 'Wu-Cowan', 'catchPhrase': 'Programmable interactive pricing structure', 'bs': 'benchmark cross-platform networks'};16814.0
10610;{'name': 'Malone Group', 'catchPhrase': 'Cross-group motivating project', 'bs': 'exploit out-of-the-box channels'};18991.0
10611;{'name': 'Farmer, Stokes and Lopez', 'catchPhrase': 'Stand-alone tangible hardware', 'bs': 're-intermediate global networks'};5773.0
10612;{'name': 'Dixon-Jordan', 'catchPhrase': 'Phased context-sensitive functionalities', 'bs': 'extend cross-platform portals'};21605.0
10614;{'name': 'Shah, Galvan and Edwards', 'catchPhrase': 'Customer-focused eco-centric circuit', 'bs': 'synthesize plug-and-play partnerships'};19705.0
10616;{'name': 'Gray, Allen and Sims', 'catchPhrase': 'Reactive client-server focus group', 'bs': 'utilize proactive info-mediaries'};3252.0
10617;{'name': 'Harrington, Perry and Hernandez', 'catchPhrase': 'Self-enabling zero administration superstructure', 'bs': 'productize B2C deliverables'};5365.0
10620;{'name': 'Short, Rodriguez and Hill', 'catchPhrase': 'Distributed cohesive extranet', 'bs': 're-intermediate viral e-markets'};6245.0
10621;{'name': 'Silva-Durham', 'catchPhrase': 'Persistent user-facing infrastructure', 'bs': 'cultivate killer deliverables'};14108.0
10622;{'name': 'Thomas-Nguyen', 'catchPhrase': 'Cloned asymmetric approach', 'bs': 'evolve world-class infrastructures'};18055.0
10624;{'name': 'Chang, Bishop and Franco', 'catchPhrase': 'Total eco-centric knowledge user', 'bs': 'repurpose sticky platforms'};15502.0
10625;{'name': 'Brown-Smith', 'catchPhrase': 'Proactive attitude-oriented help-desk', 'bs': 'visualize back-end partnerships'};63.0
10627;{'name': 'Morgan, Powell and Burton', 'catchPhrase': 'Organic modular emulation', 'bs': 'incubate proactive methodologies'};15331.0
10629;{'name': 'Turner, Glover and Silva', 'catchPhrase': 'Synergistic bifurcated software', 'bs': 'utilize B2C action-items'};10005.0
10631;{'name': 'Clark-Johnson', 'catchPhrase': 'Persistent well-modulated hierarchy', 'bs': 'orchestrate out-of-the-box methodologies'};22579.0
10632;{'name': 'Myers Ltd', 'catchPhrase': 'Monitored multimedia hardware', 'bs': 're-contextualize user-centric relationships'};2997.0
10633;{'name': 'Bauer Group', 'catchPhrase': 'Ameliorated dedicated neural-net', 'bs': 'transition bleeding-edge initiatives'};2882.0
10636;{'name': 'Anderson-Thornton', 'catchPhrase': 'Operative grid-enabled help-desk', 'bs': 'transform next-generation paradigms'};24750.0
10637;{'name': 'Miller, Wright and Davis', 'catchPhrase': 'Exclusive executive strategy', 'bs': 'morph vertical metrics'};10241.0
10638;{'name': 'Hammond, Farley and Garcia', 'catchPhrase': 'Managed client-server structure', 'bs': 'innovate enterprise e-services'};8999.0
10639;{'name': 'Johns-Mckinney', 'catchPhrase': 'Organized web-enabled orchestration', 'bs': 'synthesize back-end paradigms'};2737.0
10640;{'name': 'Yates, Pierce and Ross', 'catchPhrase': 'Re-contextualized bifurcated knowledge user', 'bs': 'orchestrate value-added architectures'};4153.0
10641;{'name': 'Griffin-Burke', 'catchPhrase': 'Implemented asymmetric paradigm', 'bs': 'deploy leading-edge paradigms'};20507.0
10642;{'name': 'Murphy-Kennedy', 'catchPhrase': 'Stand-alone homogeneous matrix', 'bs': 'enhance 24/365 models'};13286.0
10644;{'name': 'Porter-Stewart', 'catchPhrase': 'Mandatory background middleware', 'bs': 'repurpose granular networks'};2467.0
10645;{'name': 'Reyes Group', 'catchPhrase': 'Extended optimizing system engine', 'bs': 'redefine interactive eyeballs'};18171.0
10646;{'name': 'Tate-Fisher', 'catchPhrase': 'Enhanced incremental workforce', 'bs': 'strategize out-of-the-box architectures'};16067.0
10647;{'name': 'Pratt Inc', 'catchPhrase': 'Vision-oriented zero administration portal', 'bs': 'integrate global functionalities'};2433.0
10648;{'name': 'Rodriguez-Barrett', 'catchPhrase': 'Customer-focused didactic implementation', 'bs': 'architect plug-and-play action-items'};957.0
10649;{'name': 'Chambers, Phillips and Mata', 'catchPhrase': 'Synergistic cohesive alliance', 'bs': 'unleash plug-and-play networks'};20077.0
10650;{'name': 'Owen-Miles', 'catchPhrase': 'Networked non-volatile contingency', 'bs': 'transform rich web services'};23947.0
10652;{'name': 'Brown-Adams', 'catchPhrase': 'Synergistic local emulation', 'bs': 'engage web-enabled partnerships'};6851.0
10653;{'name': 'Snow-Kim', 'catchPhrase': 'Vision-oriented 4thgeneration matrix', 'bs': 'seize B2C action-items'};11163.0
10657;{'name': 'Wilkinson-Miller', 'catchPhrase': 'Customer-focused system-worthy framework', 'bs': 'architect ubiquitous info-mediaries'};9360.0
10658;{'name': 'Williams-Thompson', 'catchPhrase': 'Synergized upward-trending moratorium', 'bs': 'unleash impactful systems'};25828.0
10659;{'name': 'Jackson, Warren and Rhodes', 'catchPhrase': 'Managed directional attitude', 'bs': 'iterate efficient info-mediaries'};17574.0
10660;{'name': 'Hall, Powell and Bradford', 'catchPhrase': 'Pre-emptive full-range knowledgebase', 'bs': 'enable efficient relationships'};5569.0
10662;{'name': 'Gilbert-Johnson', 'catchPhrase': 'Right-sized zero administration help-desk', 'bs': 'brand revolutionary content'};25747.0
10663;{'name': 'Hopkins-Wilson', 'catchPhrase': 'Optional cohesive approach', 'bs': 'productize 24/365 synergies'};19597.0
10664;{'name': 'Harrington, Serrano and Mata', 'catchPhrase': 'Sharable interactive artificial intelligence', 'bs': 'monetize sticky relationships'};9972.0
10665;{'name': 'Stanley, Sexton and Ross', 'catchPhrase': 'Business-focused fresh-thinking synergy', 'bs': 'benchmark intuitive e-markets'};8832.0
10669;{'name': 'Guzman PLC', 'catchPhrase': 'Team-oriented maximized hierarchy', 'bs': 'maximize strategic schemas'};13971.0
10670;{'name': 'Reese-Mckay', 'catchPhrase': 'Fully-configurable actuating implementation', 'bs': 'morph visionary bandwidth'};19109.0
10671;{'name': 'Morris, Gray and Caldwell', 'catchPhrase': 'Reactive system-worthy forecast', 'bs': 'unleash best-of-breed web services'};12400.0
10673;{'name': 'George-Miller', 'catchPhrase': 'Realigned maximized Internet solution', 'bs': 'deliver global relationships'};16439.0
10674;{'name': 'Mccullough, Hampton and Nelson', 'catchPhrase': 'Pre-emptive zero-defect toolset', 'bs': 'mesh magnetic deliverables'};20420.0
10675;{'name': 'Garcia and Sons', 'catchPhrase': 'Synchronized 6thgeneration project', 'bs': 'syndicate value-added partnerships'};2324.0
10677;{'name': 'Walker, Smith and Smith', 'catchPhrase': 'Networked 24/7 circuit', 'bs': 'revolutionize magnetic partnerships'};14386.0
10678;{'name': 'Cameron-Franco', 'catchPhrase': 'Open-source mission-critical complexity', 'bs': 'orchestrate bleeding-edge info-mediaries'};10697.0
10679;{'name': 'Wallace, Reeves and Santos', 'catchPhrase': 'Enhanced upward-trending architecture', 'bs': 'mesh frictionless interfaces'};4740.0
10680;{'name': 'Wolfe LLC', 'catchPhrase': 'Grass-roots 5thgeneration Internet solution', 'bs': 'visualize enterprise ROI'};10039.0
10683;{'name': 'Perez, Stafford and Rojas', 'catchPhrase': 'Team-oriented secondary adapter', 'bs': 'implement integrated schemas'};22198.0
10684;{'name': 'Rice Inc', 'catchPhrase': 'Centralized transitional project', 'bs': 'disintermediate rich e-tailers'};10910.0
10687;{'name': 'Miller-Wood', 'catchPhrase': 'Open-source multimedia product', 'bs': 'incubate seamless models'};8797.0
10689;{'name': 'Clark Inc', 'catchPhrase': 'Team-oriented client-driven frame', 'bs': 'reinvent world-class systems'};23644.0
10691;{'name': 'Flores-Harrison', 'catchPhrase': 'Optional intangible orchestration', 'bs': 'harness leading-edge e-business'};440.0
10693;{'name': 'Knapp-Hart', 'catchPhrase': 'Face-to-face zero administration implementation', 'bs': 'generate robust methodologies'};4685.0
10695;{'name': 'Martin-Schneider', 'catchPhrase': 'Horizontal solution-oriented encoding', 'bs': 'iterate dynamic applications'};9707.0
10696;{'name': 'Cole-Lopez', 'catchPhrase': 'Down-sized well-modulated encryption', 'bs': 'repurpose rich e-markets'};24740.0
10701;{'name': 'Cummings, Lucas and Sanchez', 'catchPhrase': 'Team-oriented demand-driven orchestration', 'bs': 'morph plug-and-play solutions'};26065.0
10702;{'name': 'Scott, Hill and Lewis', 'catchPhrase': 'Persevering regional forecast', 'bs': 'architect ubiquitous e-business'};17760.0
10703;{'name': 'Newman-Owen', 'catchPhrase': 'Customizable client-server archive', 'bs': 'enhance global info-mediaries'};21351.0
10705;{'name': 'Mcbride and Sons', 'catchPhrase': 'Business-focused interactive emulation', 'bs': 'architect customized synergies'};5057.0
10706;{'name': 'Black, Mccann and Dunn', 'catchPhrase': 'Right-sized value-added portal', 'bs': 'target magnetic e-tailers'};11384.0
10709;{'name': 'Stevens Inc', 'catchPhrase': 'Grass-roots logistical framework', 'bs': 'productize visionary relationships'};7742.0
10710;{'name': 'Orozco, Acosta and Wilkinson', 'catchPhrase': 'Ameliorated dynamic approach', 'bs': 'synergize distributed systems'};8421.0
10711;{'name': 'Gordon Group', 'catchPhrase': 'Devolved homogeneous secured line', 'bs': 'transition customized synergies'};118.0
10712;{'name': 'Johnson-Fox', 'catchPhrase': 'Extended even-keeled parallelism', 'bs': 'harness viral initiatives'};8231.0
10713;{'name': 'Rowland LLC', 'catchPhrase': 'Optimized next generation knowledge user', 'bs': 'transform virtual portals'};19495.0
10715;{'name': 'Ward-Vaughn', 'catchPhrase': 'Reduced discrete model', 'bs': 'maximize real-time applications'};7766.0
10716;{'name': 'Gallagher-Evans', 'catchPhrase': 'Implemented solution-oriented artificial intelligence', 'bs': 'benchmark next-generation methodologies'};6884.0
10717;{'name': 'Schneider Inc', 'catchPhrase': 'Customizable neutral monitoring', 'bs': 'reinvent vertical e-commerce'};10934.0
10718;{'name': 'Jones Ltd', 'catchPhrase': 'Robust executive framework', 'bs': 'engineer cross-media networks'};17259.0
10719;{'name': 'White LLC', 'catchPhrase': 'Optimized bi-directional success', 'bs': 'exploit cutting-edge relationships'};15878.0
10720;{'name': 'Mendez Inc', 'catchPhrase': 'Multi-tiered tangible help-desk', 'bs': 'enable mission-critical technologies'};16492.0
10722;{'name': 'Leonard Ltd', 'catchPhrase': 'Synergized well-modulated adapter', 'bs': 'morph dynamic platforms'};1501.0
10723;{'name': 'Pearson Group', 'catchPhrase': 'Customer-focused grid-enabled migration', 'bs': 'integrate magnetic channels'};23598.0
10724;{'name': 'Mitchell-Harvey', 'catchPhrase': 'Managed analyzing service-desk', 'bs': 'aggregate enterprise portals'};6759.0
10725;{'name': 'Nelson-Morrow', 'catchPhrase': 'Function-based modular portal', 'bs': 'enhance dot-com paradigms'};22025.0
10727;{'name': 'Nelson, Brown and Patel', 'catchPhrase': 'Triple-buffered grid-enabled algorithm', 'bs': 'deploy 24/365 deliverables'};16401.0
10728;{'name': 'Valencia PLC', 'catchPhrase': 'Multi-channeled composite architecture', 'bs': 'target back-end vortals'};15329.0
10729;{'name': 'Smith-Nguyen', 'catchPhrase': 'Monitored high-level migration', 'bs': 'generate value-added metrics'};22170.0
10730;{'name': 'Hahn, Thornton and Moore', 'catchPhrase': 'Reduced background leverage', 'bs': 'strategize collaborative functionalities'};15917.0
10732;{'name': 'Baldwin, Ross and Mcdonald', 'catchPhrase': 'Customizable directional concept', 'bs': 'revolutionize dynamic niches'};10175.0
10733;{'name': 'Johnson Ltd', 'catchPhrase': 'Virtual next generation firmware', 'bs': 'redefine real-time portals'};11684.0
10734;{'name': 'Riley-Schneider', 'catchPhrase': 'User-friendly real-time strategy', 'bs': 'whiteboard bleeding-edge e-tailers'};2796.0
10736;{'name': 'Lane, Walter and Johnson', 'catchPhrase': 'Digitized high-level extranet', 'bs': 'cultivate world-class platforms'};7954.0
10737;{'name': 'Allen, Lee and Chambers', 'catchPhrase': 'Organized grid-enabled monitoring', 'bs': 'streamline proactive web services'};6185.0
10738;{'name': 'Gomez, Harris and Perez', 'catchPhrase': 'Profit-focused stable contingency', 'bs': 'innovate holistic e-business'};4332.0
10739;{'name': 'Gonzalez and Sons', 'catchPhrase': 'Ameliorated zero-defect system engine', 'bs': 'facilitate turn-key relationships'};14868.0
10740;{'name': 'Gregory, Brock and Washington', 'catchPhrase': 'Profound mobile algorithm', 'bs': 'incentivize next-generation supply-chains'};24167.0
10741;{'name': 'Lewis and Sons', 'catchPhrase': 'Stand-alone radical definition', 'bs': 'embrace real-time content'};1176.0
10742;{'name': 'Schaefer LLC', 'catchPhrase': 'Digitized fault-tolerant project', 'bs': 'benchmark leading-edge paradigms'};18236.0
10743;{'name': 'Johnson-Harvey', 'catchPhrase': 'Function-based 24hour data-warehouse', 'bs': 'exploit open-source portals'};21097.0
10744;{'name': 'Nelson-Bailey', 'catchPhrase': 'Visionary content-based Graphical User Interface', 'bs': 'monetize frictionless web-readiness'};15984.0
10745;{'name': 'Campos, Shields and Jones', 'catchPhrase': 'Front-line eco-centric algorithm', 'bs': 'leverage transparent functionalities'};10346.0
10746;{'name': 'Martin LLC', 'catchPhrase': 'Advanced radical analyzer', 'bs': 'enable B2B convergence'};15974.0
10750;{'name': 'Bradley LLC', 'catchPhrase': 'Profound static toolset', 'bs': 'harness 24/365 interfaces'};5939.0
10751;{'name': 'Reynolds, Sanchez and Smith', 'catchPhrase': 'Organic uniform help-desk', 'bs': 'whiteboard collaborative e-markets'};24926.0
10752;{'name': 'Wilkins-Torres', 'catchPhrase': 'Team-oriented impactful initiative', 'bs': 'productize front-end schemas'};5495.0
10753;{'name': 'Suarez Inc', 'catchPhrase': 'Optimized asynchronous policy', 'bs': 'scale B2B interfaces'};18038.0
10754;{'name': 'Garner Inc', 'catchPhrase': 'Enterprise-wide background forecast', 'bs': 're-contextualize cutting-edge paradigms'};25496.0
10756;{'name': 'Decker-Lee', 'catchPhrase': 'Enhanced incremental neural-net', 'bs': 'evolve best-of-breed action-items'};23266.0
